	name	platform	year_of_release	genre	na_sales	eu_sales	jp_sales	other_sales	critic_score	user_score	rating_esrb	sum_sales
8228	SaGa 2: Hihou Densetsu - Goddess of Destiny	DS	2009.0	Role-Playing	0.0	0.0	0.17	0.0			ND	0.17
8229	Smash Court Tennis Pro Tournament	PS2	2002.0	Sports	0.08	0.07	0.0	0.02	73.0	7.4	E	0.17
8230	Super Robot Taisen L	DS	2010.0	Strategy	0.0	0.0	0.17	0.0			ND	0.17
8231	Race Pro	X360	2009.0	Racing	0.06	0.09	0.0	0.02	72.0	7.0	E	0.16999999999999998
8232	The Grim Adventures of Billy & Mandy	GC	2006.0	Action	0.13	0.03	0.0	0.0			ND	0.16
8233	NBA Inside Drive 2004	XB	2003.0	Sports	0.13	0.04	0.0	0.01	71.0	8.2	E	0.18000000000000002
8234	The King of Fighters '97	PS	1998.0	Fighting	0.0	0.0	0.16	0.01			ND	0.17
8235	Time Commando	PS	1996.0	Action	0.1	0.07	0.0	0.01			ND	0.18000000000000002
8236	Professional Fisherman's Tour: Northern Hemisphere	DS	2007.0	Sports	0.16	0.0	0.0	0.01			E	0.17
8237	Kekkaishi: Karasumori Ayakashi Kidan	DS	2007.0	Action	0.0	0.0	0.17	0.0			ND	0.17
8238	Gretzky NHL 2005	PS2	2004.0	Sports	0.08	0.07	0.0	0.02	66.0	9.1	E	0.17
8239	Dungeon Siege III	PC	2011.0	Role-Playing	0.08	0.08	0.0	0.02	72.0	4.7	T	0.18
8240	The Hobbit	GC	2003.0	Platform	0.13	0.03	0.0	0.0	61.0	7.3	E	0.16
8241	MotoGP 15	PS4	2015.0	Racing	0.0	0.12	0.03	0.02	66.0		ND	0.16999999999999998
8242	Backyard Sports Football: Rookie Rush	DS	2010.0	Sports	0.16	0.0	0.0	0.01			ND	0.17
8243	Skate it	DS	2008.0	Sports	0.14	0.02	0.0	0.01	72.0	7.8	E	0.17
8244	Cabela's Legendary Adventures	Wii	2008.0	Sports	0.16	0.0	0.0	0.01			T	0.17
8245	True Crime: New York City	GC	2005.0	Action	0.13	0.03	0.0	0.0	59.0	8.8	M	0.16
8246	Metal Arms: Glitch in the System	XB	2003.0	Shooter	0.13	0.04	0.0	0.01	82.0	8.7	T	0.18000000000000002
8247	The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune	PSP	2012.0	Action	0.0	0.0	0.17	0.0			ND	0.17
8248	Toukiden Kiwami	PS4	2015.0	Action	0.05	0.07	0.02	0.02	74.0	7.6	T	0.16
8249	Trauma Team	Wii		Simulation	0.14	0.0	0.02	0.01	82.0	8.8	T	0.17
8250	The Secret World	PC	2012.0	Role-Playing	0.07	0.08	0.0	0.02	74.0	8.2	M	0.17
8251	Ice Age: Dawn of the Dinosaurs	PS2	2009.0	Action	0.08	0.07	0.0	0.02			E10+	0.17
8252	ESPN Final Round Golf 2002	GBA	2001.0	Sports	0.12	0.05	0.0	0.0	70.0		E	0.16999999999999998
8253	Iron Chef America: Supreme Cuisine	Wii	2008.0	Simulation	0.16	0.0	0.0	0.01	42.0		E10+	0.17
8254	MDK2 Armageddon	PS2	2001.0	Shooter	0.08	0.07	0.0	0.02	80.0	8.3	T	0.17
8255	Exhibition Volume 02	XB	2003.0	Misc	0.13	0.04	0.0	0.01			ND	0.18000000000000002
8256	NHL 2K9	X360	2008.0	Sports	0.15	0.01	0.0	0.01	69.0	6.7	E10+	0.17
8257	I Spy: Castle	DS	2011.0	Puzzle	0.16	0.0	0.0	0.01			E	0.17
8258	Fight Night Round 2	GC	2005.0	Fighting	0.13	0.03	0.0	0.0	87.0	7.9	T	0.16
8259	Backbreaker	PS3		Sports	0.16	0.0	0.0	0.01	58.0	7.0	E	0.17
8260	Disney's Atlantis: The Lost Empire	PS	2001.0	Platform	0.1	0.07	0.0	0.01	73.0	8.5	E	0.18000000000000002
8261	Power Pro Kun Pocket	GB	1999.0	Sports	0.0	0.0	0.17	0.0			ND	0.17
8262	The King of Fighters '97	SAT	1998.0	Fighting	0.0	0.0	0.17	0.0			ND	0.17
8263	Tamagotchi no Narikiri Challenge	DS	2010.0	Action	0.0	0.0	0.17	0.0			ND	0.17
8264	Madden NFL 17	X360	2016.0	Sports	0.14	0.02	0.0	0.02		0.7	E	0.18
8265	Jewel Match	DS	2010.0	Puzzle	0.05	0.11	0.0	0.02			E	0.18
8266	Space Battleship Yamato: Harukanaru Hoshi Iscandar	PS	1999.0	Strategy	0.0	0.0	0.16	0.01			ND	0.17
8267	Lost in Blue 3	DS	2007.0	Adventure	0.09	0.02	0.06	0.01	59.0		E10+	0.18
8268	Sound Novel Evolution 1: Otogirisou Sosei-Hen	PS	1999.0	Adventure	0.0	0.0	0.16	0.01			ND	0.17
8269	Stormrise	PS3	2009.0	Strategy	0.13	0.02	0.0	0.02	51.0	5.3	M	0.16999999999999998
8270	Psi-Ops: The Mindgate Conspiracy	XB	2004.0	Shooter	0.13	0.04	0.0	0.01	84.0	7.9	M	0.18000000000000002
8271	X-Men: The Official Game	X360	2006.0	Action	0.16	0.0	0.0	0.01	52.0	6.1	T	0.17
8272	SWAT: Global Strike Team	XB	2003.0	Shooter	0.13	0.04	0.0	0.01	69.0	6.3	M	0.18000000000000002
8273	Horrid Henry: Missions of Mischief	DS	2010.0	Adventure	0.01	0.14	0.0	0.02			E	0.17
8274	Cabela's Legendary Adventures	PSP	2008.0	Sports	0.16	0.0	0.0	0.02			T	0.18
8275	Pictionary	DS	2010.0	Puzzle	0.09	0.06	0.0	0.02			E	0.16999999999999998
8276	Hitman: HD Trilogy	X360	2013.0	Action	0.07	0.08	0.0	0.02	69.0	7.2	M	0.17
8277	MX World Tour Featuring Jamie Little	PS2	2005.0	Racing	0.08	0.07	0.0	0.02	52.0		E	0.17
8278	Goblin Commander: Unleash the Horde	PS2	2003.0	Strategy	0.08	0.07	0.0	0.02	68.0	8.7	T	0.17
8279	uDraw Studio: Instant Artist	Wii	2011.0	Misc	0.06	0.09	0.0	0.02			E	0.16999999999999998
8280	Hello Kitty: Happy Party Pals	GBA	2005.0	Misc	0.12	0.05	0.0	0.0			ND	0.16999999999999998
8281	Jikkyou Powerful Pro Baseball 2016	PS4	2016.0	Sports	0.0	0.0	0.17	0.0			ND	0.17
8282	Backyard NFL Football '09	PS2	2008.0	Sports	0.08	0.07	0.0	0.02			ND	0.17
8283	World Destruction League: Thunder Tanks	PS2	2000.0	Action	0.08	0.07	0.0	0.02	65.0	5.9	T	0.17
8284	Tom Clancy's Ghost Recon: Future Soldier	PC	2012.0	Shooter	0.05	0.1	0.0	0.02	71.0	4.9	M	0.17
8285	Backyard Baseball '10	PS2	2009.0	Sports	0.08	0.07	0.0	0.02			E	0.17
8286	Resident Evil Director's Cut: Dual Shock Edition	PS	1997.0	Action	0.0	0.0	0.16	0.01			ND	0.17
8287	Broken Sword: Shadows of the Templars - The Director's Cut	DS	2009.0	Adventure	0.07	0.08	0.0	0.02			ND	0.17
8288	PlayStation Move Heroes	PS3	2011.0	Platform	0.08	0.06	0.0	0.03	53.0	6.1	E10+	0.17
8289	The King of Fighters '95	PS	1996.0	Fighting	0.0	0.0	0.16	0.01			ND	0.17
8290	RoadKill	PS2	2003.0	Action	0.08	0.07	0.0	0.02	71.0	7.9	M	0.17
8291	Hanjuku Eiyuu Tai 3D	PS2	2003.0	Role-Playing	0.0	0.0	0.17	0.0			ND	0.17
8292	.hack//G.U. Vol.3//Redemption	PS2	2007.0	Role-Playing	0.0	0.0	0.17	0.0			ND	0.17
8293	Super Robot Taisen Compact 2 Dai-1-Bu	WS	2000.0	Strategy	0.0	0.0	0.17	0.0			ND	0.17
8294	Looney Tunes: Back in Action	GC	2003.0	Platform	0.13	0.03	0.0	0.0	64.0	5.0	E	0.16
8295	Marvel Super Hero Squad: The Infinity Gauntlet	PS3	2010.0	Action	0.12	0.03	0.0	0.02	54.0		E10+	0.16999999999999998
8296	The Chronicles of Narnia: Prince Caspian	PS3	2008.0	Action	0.14	0.01	0.0	0.02	56.0	5.6	T	0.17
8297	Tak: The Great Juju Challenge	GBA	2005.0	Platform	0.12	0.05	0.0	0.0	52.0		E	0.16999999999999998
8298	Yu-Gi-Oh! Zexal World Duel Carnival	3DS	2013.0	Misc	0.0	0.08	0.08	0.01			ND	0.17
8299	SingStar Motown	PS3	2009.0	Misc	0.0	0.15	0.0	0.02			ND	0.16999999999999998
8300	Macross Ultimate Frontier	PSP	2009.0	Action	0.0	0.0	0.17	0.0			ND	0.17
8301	Top Spin 2	X360	2006.0	Sports	0.15	0.0	0.0	0.01	75.0	6.8	E	0.16
8302	Hunter: The Reckoning Redeemer	XB	2003.0	Action	0.13	0.04	0.0	0.01	72.0	8.6	M	0.18000000000000002
8303	Age of Empires III: Complete Collection	PC	2009.0	Strategy	0.01	0.12	0.0	0.03		8.5	T	0.16
8304	Captain America: Super Soldier	X360	2011.0	Action	0.11	0.05	0.0	0.01	60.0	6.4	T	0.17
8305	Tokyo Xtreme Racer	DC	1999.0	Racing	0.0	0.0	0.17	0.0			ND	0.17
8306	Fighter Maker	PS	1998.0	Fighting	0.05	0.04	0.07	0.01			ND	0.17
8307	Danganronpa 2: Goodbye Despair	PSV	2014.0	Misc	0.08	0.05	0.0	0.04	81.0	8.7	M	0.17
8308	Thief: Deadly Shadows	XB	2004.0	Action	0.13	0.04	0.0	0.01	82.0	7.3	M	0.18000000000000002
8309	Monkey Island: Special Edition Collection	PC	2011.0	Adventure	0.0	0.14	0.0	0.03			ND	0.17
8310	MotoGP 10/11	PS3	2011.0	Racing	0.04	0.1	0.0	0.03	68.0	6.1	E	0.17
8311	NBA 09: The Inside	PSP	2008.0	Sports	0.16	0.0	0.0	0.01	79.0	7.4	E	0.17
8312	Batman Begins	GBA	2005.0	Action	0.12	0.05	0.0	0.0	61.0	6.9	E10+	0.16999999999999998
8313	Mercury Meltdown Revolution	Wii	2007.0	Action	0.16	0.0	0.0	0.01	77.0	7.4	E	0.17
8314	Glover	PS	1999.0	Platform	0.09	0.06	0.0	0.01			ND	0.16
8315	Dragon Ball GT: Game Boy Advance Video Volume 1	GBA	2004.0	Misc	0.12	0.05	0.0	0.0			ND	0.16999999999999998
8316	Country Dance: All Stars	X360	2012.0	Action	0.16	0.0	0.0	0.01		5.2	E10+	0.17
8317	Let's TAP	Wii	2008.0	Misc	0.08	0.06	0.01	0.02	70.0	6.6	E	0.17
8318	James Cameron's Dark Angel	PS2		Action	0.08	0.07	0.0	0.02	48.0	6.5	T	0.17
8319	Mahjong Fight Club	PSP	2004.0	Misc	0.0	0.0	0.17	0.0			ND	0.17
8320	Turok 3: Shadow of Oblivion	N64	2000.0	Shooter	0.12	0.05	0.0	0.0			ND	0.16999999999999998
8321	Bomberman 64: The Second Attack!	N64	1999.0	Adventure	0.05	0.01	0.11	0.0			ND	0.17
8322	World Driver Championship	N64	1999.0	Racing	0.14	0.03	0.0	0.0			ND	0.17
8323	The Lord of the Rings: Aragorn's Quest	PS3	2010.0	Action	0.1	0.04	0.0	0.02	58.0	6.0	T	0.16
8324	Spawn: Armageddon	XB	2003.0	Action	0.13	0.04	0.0	0.01	57.0	9.2	M	0.18000000000000002
8325	Project X Zone 2: Brave New World	3DS	2015.0	Role-Playing	0.05	0.03	0.08	0.01			ND	0.17
8326	Codename: Kids Next Door: Game Boy Advance Video Volume 1	GBA	2004.0	Misc	0.12	0.05	0.0	0.0			ND	0.16999999999999998
8327	Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video	GBA	2004.0	Misc	0.12	0.05	0.0	0.0			ND	0.16999999999999998
8328	Major League Baseball 2K9	PS2	2009.0	Sports	0.08	0.06	0.0	0.02		5.4	E	0.16
8329	Gundam Assault Survive	PSP	2010.0	Action	0.0	0.0	0.17	0.0			ND	0.17
8330	Bee Movie Game	X360	2007.0	Action	0.16	0.0	0.0	0.01	71.0	5.8	E	0.17
8331	Luxor 3	Wii	2008.0	Puzzle	0.16	0.0	0.0	0.01			E	0.17
8332	Disney TH!NK Fast: The Ultimate Trivia Showdown	PS2	2008.0	Misc	0.08	0.06	0.0	0.02			ND	0.16
8333	Jikkyou Powerful Pro Yakyuu 2013	PSP	2013.0	Sports	0.0	0.0	0.17	0.0			ND	0.17
8334	Fate/Stay Night [Réalta Nua]	PS2	2007.0	Adventure	0.0	0.0	0.17	0.0			ND	0.17
8335	Disney's Home on the Range	GBA	2004.0	Action	0.12	0.04	0.0	0.0	65.0		E	0.16
8336	The Rise of the Argonauts	X360	2008.0	Role-Playing	0.03	0.12	0.0	0.01			ND	0.16
8337	Conception II: Children of the Seven Stars	PSV	2013.0	Role-Playing	0.1	0.0	0.04	0.03	62.0	7.6	M	0.17
8338	Deus Ex: Mankind Divided	XOne	2016.0	Role-Playing	0.09	0.06	0.0	0.01	83.0	7.2	M	0.16
8339	Space Griffon VF-9	PS	1995.0	Role-Playing	0.02	0.02	0.12	0.01			ND	0.17
8340	Professor Heinz Wolff's Gravity	Wii	2008.0	Puzzle	0.04	0.12	0.0	0.02	63.0	7.7	E	0.18
8341	.hack//G.U. Vol.1//Rebirth	PS2	2006.0	Role-Playing	0.0	0.0	0.17	0.0			ND	0.17
8342	Transformers: Dark of the Moon	Wii	2011.0	Action	0.09	0.06	0.0	0.02			ND	0.16999999999999998
8343	FaceBreaker	PS3	2008.0	Fighting	0.13	0.02	0.0	0.02	53.0	3.8	T	0.16999999999999998
8344	Star Wars: Battlefront II	PC	2005.0	Shooter	0.02	0.13	0.0	0.02	78.0	8.8	T	0.16999999999999998
8345	Michael Jackson: The Experience 3D	3DS	2011.0	Misc	0.13	0.03	0.0	0.01			ND	0.17
8346	Gyakuten Saiban 3	GBA	2004.0	Adventure	0.0	0.0	0.16	0.0			ND	0.16
8347	Digimon Story: Cyber Sleuth	PSV	2015.0	Role-Playing	0.0	0.0	0.17	0.0		8.8	T	0.17
8348	Gallop Racer 2001	PS2	2001.0	Sports	0.05	0.04	0.06	0.01	71.0	9.1	E	0.16
8349	Hellboy: The Science of Evil	PS3	2008.0	Action	0.13	0.02	0.0	0.02	47.0	6.1	T	0.16999999999999998
8350	Nightmare Creatures II	PS	2000.0	Action	0.09	0.06	0.0	0.01			ND	0.16
8351	MotoGP 09/10	X360	2010.0	Racing	0.07	0.09	0.0	0.02	69.0	5.7	E	0.18
8352	Bratz Kidz	Wii	2008.0	Misc	0.16	0.0	0.0	0.01			E	0.17
8353	N3 II: Ninety-Nine Nights	X360	2010.0	Action	0.06	0.06	0.04	0.01			ND	0.17
8354	Catwoman	PS2	2004.0	Action	0.08	0.06	0.0	0.02	46.0	6.9	T	0.16
8355	Garfield: Lasagna World Tour	PS2	2007.0	Action	0.08	0.06	0.0	0.02			E	0.16
8356	Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1	GBA	2004.0	Misc	0.12	0.04	0.0	0.0			ND	0.16
8357	Bomberman B-Daman	SNES	1996.0	Shooter	0.0	0.0	0.17	0.0			ND	0.17
8358	Monsters vs. Aliens	X360	2009.0	Action	0.12	0.03	0.0	0.01	63.0	6.6	E10+	0.16
8359	Beat Down: Fists of Vengeance	PS2	2005.0	Action	0.04	0.03	0.09	0.01	48.0	8.1	M	0.17
8360	World Destruction League: Thunder Tanks	PS	2000.0	Action	0.09	0.06	0.0	0.01	35.0	1.2	T	0.16
8361	Terminator 3: The Redemption	PS2	2004.0	Shooter	0.08	0.06	0.0	0.02	68.0	8.0	T	0.16
8362	Reloaded	PS	1996.0	Action	0.09	0.06	0.0	0.01			ND	0.16
8363	Sword of the Samurai	PS2		Fighting	0.0	0.0	0.17	0.0			ND	0.17
8364	Anarchy Reigns	X360	2012.0	Action	0.12	0.02	0.02	0.01	73.0	7.9	M	0.16999999999999998
8365	SSX On Tour	GC	2005.0	Sports	0.13	0.03	0.0	0.0	80.0	7.5	E	0.16
8366	Bladestorm: Nightmare	PS4	2015.0	Action	0.08	0.04	0.03	0.02	58.0	6.5	T	0.16999999999999998
8367	Fairytale Fights	X360	2009.0	Action	0.14	0.02	0.0	0.01	51.0	6.2	M	0.17
8368	LEGO Marvel Super Heroes	PC	2013.0	Action	0.04	0.12	0.0	0.01	78.0	8.1	E10+	0.17
8369	Hot Wheels: Beat That!	X360	2007.0	Racing	0.15	0.0	0.0	0.01			ND	0.16
8370	Ashes Cricket 2009	PS3	2009.0	Sports	0.0	0.15	0.0	0.01			ND	0.16
8371	James Bond 007: Everything or Nothing	GBA	2003.0	Shooter	0.12	0.04	0.0	0.0	73.0	8.3	T	0.16
8372	Naruto Shippuden: Ultimate Ninja 5	PS2	2007.0	Fighting	0.0	0.0	0.17	0.0			ND	0.17
8373	Shrek Extra Large	GC	2002.0	Platform	0.13	0.03	0.0	0.0	36.0	5.6	T	0.16
8374	Final Fantasy V	PS	1998.0	Role-Playing	0.0	0.0	0.16	0.01			ND	0.17
8375	World Tour Soccer 2006	PS2	2004.0	Sports	0.08	0.06	0.0	0.02	56.0	6.0	E	0.16
8376	Gunvalkyrie	XB	2002.0	Shooter	0.13	0.04	0.0	0.01	73.0	7.3	T	0.18000000000000002
8377	Camp Rock: The Final Jam	DS	2010.0	Misc	0.14	0.02	0.0	0.01			ND	0.17
8378	NickToons: Racing	PS	2001.0	Racing	0.09	0.06	0.0	0.01			ND	0.16
8379	Jillian Michaels Fitness Ultimatum 2011	Wii	2010.0	Sports	0.16	0.0	0.0	0.01			E	0.17
8380	VR Golf '97	PS	1996.0	Sports	0.09	0.06	0.0	0.01			ND	0.16
8381	State of Emergency	XB	2003.0	Action	0.13	0.04	0.0	0.01	67.0	6.3	M	0.18000000000000002
8382	Off-World Interceptor Extreme	PS	1995.0	Racing	0.09	0.06	0.0	0.01			ND	0.16
8383	Sumikko Gurashi: Koko ga Ochitsukundesu	3DS	2014.0	Action	0.0	0.0	0.17	0.0			ND	0.17
8384	Disney Golf	PS2	2002.0	Sports	0.07	0.06	0.02	0.02	72.0	8.3	E	0.16999999999999998
8385	The Naked Brothers Band: The Video Game	PS2	2008.0	Misc	0.08	0.06	0.0	0.02			ND	0.16
8386	Fuzion Frenzy 2	X360	2007.0	Misc	0.14	0.01	0.0	0.01	49.0	5.2	E10+	0.16000000000000003
8387	Demon Gaze	PSV	2013.0	Role-Playing	0.04	0.02	0.08	0.02	70.0	7.4	T	0.16
8388	Clock Tower II: The Struggle Within	PS	1998.0	Adventure	0.02	0.01	0.12	0.01	49.0	5.7	M	0.16
8389	Batman Beyond: Return of the Joker	PS	2000.0	Action	0.09	0.06	0.0	0.01		4.3	ND	0.16
8390	My French Coach	DS	2007.0	Misc	0.14	0.01	0.0	0.01			E	0.16000000000000003
8391	Backyard NFL Football '10	Wii	2009.0	Sports	0.16	0.0	0.0	0.01			ND	0.17
8392	CSI: Fatal Conspiracy	X360	2010.0	Adventure	0.11	0.04	0.0	0.01	42.0	4.8	M	0.16
8393	Mega Man Network Transmission	GC	2003.0	Platform	0.13	0.03	0.0	0.0	65.0	7.6	E	0.16
8394	Densetsu no Stafi 4	DS	2006.0	Platform	0.0	0.0	0.17	0.0			ND	0.17
8395	Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales)	PS2	2008.0	Role-Playing	0.0	0.0	0.17	0.0			ND	0.17
8396	Fairytale Fights	PS3	2009.0	Action	0.11	0.03	0.0	0.02	53.0	6.0	M	0.16
8397	How to Train Your Dragon 2	X360	2014.0	Adventure	0.05	0.1	0.0	0.01		2.9	E10+	0.16000000000000003
8398	Tokimeki Memorial: Private Collection	PS	1996.0	Misc	0.0	0.0	0.16	0.01			ND	0.17
8399	Magical Starsign (US sales)	DS	2006.0	Role-Playing	0.14	0.02	0.0	0.0			ND	0.16
8400	RC Revenge Pro	PS2	2000.0	Racing	0.08	0.06	0.0	0.02	49.0	7.6	E	0.16
8401	G-Force	X360	2009.0	Action	0.11	0.05	0.0	0.01	68.0	7.0	E10+	0.17
8402	Surf's Up	Wii	2007.0	Sports	0.15	0.0	0.0	0.01	64.0		E10+	0.16
8403	Buzz! Brain of the UK	PS3	2009.0	Misc	0.0	0.15	0.0	0.01			ND	0.16
8404	Backyard Wrestling: Don't Try This at Home	XB	2003.0	Fighting	0.13	0.04	0.0	0.01	50.0	5.0	M	0.18000000000000002
8405	Gauntlet: Dark Legacy	XB	2002.0	Action	0.13	0.04	0.0	0.01	54.0	8.9	T	0.18000000000000002
8406	Far East of Eden II: Manji Maru	PS2	2003.0	Role-Playing	0.0	0.0	0.17	0.0			ND	0.17
8407	Time and Eternity	PS3	2012.0	Role-Playing	0.06	0.03	0.06	0.02	42.0	5.0	T	0.16999999999999998
8408	Lost Kingdoms	GC	2002.0	Role-Playing	0.1	0.02	0.04	0.0	72.0	8.0	T	0.16
8409	Brunswick Cosmic Bowling	Wii	2010.0	Sports	0.16	0.0	0.0	0.01			E	0.17
8410	Pursuit Force: Extreme Justice	PSP	2007.0	Action	0.07	0.06	0.0	0.03	73.0	7.6	T	0.16
8411	Disney Sing It: Family Hits	PS3	2010.0	Misc	0.11	0.03	0.0	0.02	72.0		E	0.16
8412	Matchbox Cross Town Heroes	GBA	2002.0	Racing	0.12	0.04	0.0	0.0			ND	0.16
8413	The Cursed Crusade	PS3	2011.0	Action	0.07	0.06	0.01	0.03	45.0	5.0	M	0.17
8414	Ridge Racer Unbounded	PS3	2012.0	Racing	0.05	0.09	0.0	0.03	72.0	6.0	T	0.17
8415	Wolfenstein 3D	GBA	2002.0	Shooter	0.12	0.04	0.0	0.0	57.0	6.0	M	0.16
8416	Nobunaga no Yabou: Tenshoki	SNES	1996.0	Strategy	0.0	0.0	0.17	0.0			ND	0.17
8417	NHL 07	PSP	2006.0	Sports	0.13	0.02	0.0	0.02	76.0	6.6	E10+	0.16999999999999998
8418	I'm A Celebrity: Get Me Out of Here!	Wii	2009.0	Misc	0.0	0.16	0.0	0.01			ND	0.17
8419	Dementium: The Ward	DS	2007.0	Shooter	0.15	0.01	0.0	0.01	72.0	7.9	M	0.17
8420	Mobile Suit Gundam: Extreme VS Force	PSV	2015.0	Action	0.0	0.0	0.17	0.0	57.0	7.3	E10+	0.17
8421	Dragon Quest X	3DS	2014.0	Role-Playing	0.0	0.0	0.17	0.0			ND	0.17
8422	Learning to Spell	DS	2010.0	Misc	0.16	0.0	0.0	0.01			E	0.17
8423	TRON: Evolution	DS	2010.0	Action	0.11	0.04	0.0	0.01	58.0		E10+	0.16
8424	Sudoku Gridmaster	DS	2006.0	Puzzle	0.13	0.02	0.0	0.01	62.0		E	0.16
8425	NASCAR '14	X360	2014.0	Racing	0.15	0.0	0.0	0.02	65.0	5.1	E	0.16999999999999998
8426	Super Power League	SNES	1993.0	Sports	0.0	0.0	0.17	0.0			ND	0.17
8427	Bakugan Battle Brawlers: Defenders of the Core	PS3	2010.0	Action	0.14	0.01	0.0	0.02	50.0		E10+	0.17
8428	Green Lantern: Rise of the Manhunters	PS3	2011.0	Action	0.09	0.05	0.0	0.02	61.0	6.7	T	0.16
8429	Street Fighter Alpha 2	SNES	1996.0	Fighting	0.0	0.0	0.17	0.0			ND	0.17
8430	25 to Life	XB	2006.0	Shooter	0.12	0.04	0.0	0.01	41.0	7.2	M	0.17
8431	Squeeballs Party	DS	2009.0	Puzzle	0.15	0.0	0.0	0.01			E10+	0.16
8432	Naval Assault: The Killing Tide	X360	2010.0	Simulation	0.08	0.07	0.0	0.02	40.0	4.2	T	0.17
8433	NASCAR '15	X360	2015.0	Sports	0.15	0.0	0.0	0.02		3.8	E	0.16999999999999998
8434	NCAA Basketball 09	PS3	2008.0	Sports	0.15	0.0	0.0	0.01	68.0		E	0.16
8435	Sega Superstars	PS2	2004.0	Misc	0.08	0.06	0.0	0.02	72.0	7.0	T	0.16
8436	MLB 11: The Show	PSP	2011.0	Sports	0.15	0.0	0.0	0.02	77.0	6.0	E	0.16999999999999998
8437	Bomberman Land	Wii	2007.0	Misc	0.11	0.01	0.03	0.01	57.0	8.0	E	0.16
8438	Ringling Bros. and Barnum & Bailey: Circus Friends	DS	2009.0	Action	0.15	0.0	0.0	0.01			ND	0.16
8439	Midway Arcade Treasures	GC	2003.0	Misc	0.13	0.03	0.0	0.0	72.0	8.2	T	0.16
8440	Leisure Suit Larry: Magna Cum Laude	XB	2004.0	Adventure	0.12	0.04	0.0	0.01	62.0	6.4	M	0.17
8441	Mousetrap / Operation / Simon	GBA	2005.0	Misc	0.12	0.04	0.0	0.0			ND	0.16
8442	Pac-Man World 3	DS	2005.0	Platform	0.15	0.0	0.0	0.01	44.0		E	0.16
8443	Shawn Johnson Gymnastics	Wii	2010.0	Sports	0.16	0.0	0.0	0.01			E	0.17
8444	NBA 09: The Inside	PS2	2008.0	Sports	0.08	0.06	0.0	0.02			E	0.16
8445	One Piece: Pirate Warriors 3	PSV	2015.0	Action	0.0	0.03	0.13	0.01	76.0	6.3	T	0.17
8446	Jikkyou Powerful Pro Yakyuu 2014	PS3	2014.0	Sports	0.0	0.0	0.17	0.0			ND	0.17
8447	Resident Evil	SAT	1997.0	Action	0.0	0.0	0.17	0.0			ND	0.17
8448	TOEIC Test Training DS	DS	2007.0	Misc	0.0	0.0	0.17	0.0			ND	0.17
8449	Itoi Shigesato no Bass Tsuri No. 1	SNES	1997.0	Sports	0.0	0.0	0.17	0.0			ND	0.17
8450	ZhuZhu Puppies	DS	2011.0	Simulation	0.12	0.03	0.0	0.01			E	0.16
8451	Cubivore: Survival of the Fittest	GC	2002.0	Adventure	0.01	0.0	0.15	0.0	71.0	8.5	E	0.16
8452	7th Dragon III Code: VFD	3DS	2015.0	Role-Playing	0.04	0.0	0.12	0.0	77.0	8.2	T	0.16
8453	FlatOut	XB	2004.0	Racing	0.12	0.04	0.0	0.01	71.0	8.2	T	0.17
8454	Chaotic: Shadow Warriors	PS3	2009.0	Action	0.15	0.0	0.0	0.02			E10+	0.16999999999999998
8455	Mr. Do!'s Castle	2600	1983.0	Action	0.15	0.01	0.0	0.0			ND	0.16
8456	Death Trap	2600	1982.0	Action	0.15	0.01	0.0	0.0			ND	0.16
8457	Armor Ambush	2600	1981.0	Action	0.15	0.01	0.0	0.0			ND	0.16
8458	Parodius	SAT	1995.0	Shooter	0.0	0.0	0.16	0.0			ND	0.16
8459	Easy Piano	DS	2009.0	Misc	0.04	0.11	0.0	0.02	52.0		E	0.16999999999999998
8460	Blood Bowl	X360	2009.0	Sports	0.13	0.02	0.0	0.01	61.0	5.1	T	0.16
8461	Taz Wanted	PS2	2002.0	Platform	0.08	0.06	0.0	0.02	65.0	8.7	E	0.16
8462	Far Cry: Primal	PC	2016.0	Action	0.04	0.11	0.0	0.01	74.0	4.8	M	0.16
8463	Sid Meier's Civilization IV	PC	2005.0	Strategy	0.02	0.12	0.0	0.03	94.0	8.3	E10+	0.16999999999999998
8464	Zoo Keeper	DS	2004.0	Puzzle	0.1	0.01	0.05	0.01	74.0	7.5	E	0.17
8465	Phantasy Star Online 2	PSV	2013.0	Role-Playing	0.0	0.0	0.16	0.0			ND	0.16
8466	Vehicular Combat League presents Motor Mayhem	PS2	2001.0	Racing	0.08	0.06	0.0	0.02			ND	0.16
8467	Chuck E. Cheese's Party Games	Wii	2010.0	Misc	0.15	0.0	0.0	0.01			E	0.16
8468	Pursuit Force	PSP	2005.0	Racing	0.14	0.01	0.0	0.01	75.0	7.8	T	0.16000000000000003
8469	PoPoLoCrois: Hajimari no Bouken	PS2	2002.0	Role-Playing	0.0	0.0	0.16	0.0			ND	0.16
8470	Star Wars: Super Bombad Racing	PS2	2001.0	Racing	0.08	0.06	0.0	0.02	71.0	4.9	E	0.16
8471	TransFormers Animated: The Game	DS	2008.0	Action	0.15	0.0	0.0	0.01	69.0		E	0.16
